,Position,value
contig_21633_8,0,0.0585106382979
contig_21633_8,1,0.00408163265306
contig_21633_8,2,0.0
contig_21633_8,3,0.0
contig_21633_8,4,0.0
contig_21633_8,5,0.0
contig_21633_8,6,0.0124481327801
contig_21633_8,7,0.0
contig_21633_8,8,0.0
contig_21633_8,9,0.22268907563
contig_21633_8,10,0.0
contig_21633_8,11,0.0
contig_21633_8,12,0.0123966942149
contig_21633_8,13,0.00408163265306
contig_21633_8,14,0.0
contig_21633_8,15,0.175
contig_21633_8,16,0.00413223140496
contig_21633_8,17,0.0
contig_21633_8,18,0.0123966942149
contig_21633_8,19,0.00413223140496
contig_21633_8,20,0.0
contig_21633_8,21,0.0126050420168
contig_21633_8,22,0.0
contig_21633_8,23,0.0
contig_21633_8,24,0.00418410041841
contig_21633_8,25,0.0
contig_21633_8,26,0.0
contig_21633_8,27,0.183333333333
contig_21633_8,28,0.0246913580247
contig_21633_8,29,0.0
contig_21633_8,30,0.417391304348
contig_21633_8,31,0.0
contig_21633_8,32,0.0
contig_21633_8,33,0.004329004329
contig_21633_8,34,0.00869565217391
contig_21633_8,35,0.0
contig_21633_8,36,0.00858369098712
contig_21633_8,37,0.00858369098712
contig_21633_8,38,0.00436681222707
contig_21633_8,39,0.0176991150442
contig_21633_8,40,0.0
contig_21633_8,41,0.0
contig_21633_8,42,0.24882629108
contig_21633_8,43,0.279069767442
contig_21633_8,44,0.284360189573
contig_21633_8,45,0.0
contig_21633_8,46,0.306603773585
contig_21633_8,47,0.0
contig_21633_8,48,0.0141509433962
contig_21633_8,49,0.0144230769231
contig_21633_8,50,0.0
contig_21633_8,51,0.159420289855
contig_21633_8,52,0.0
contig_21633_8,53,0.0
contig_21633_8,54,0.371179039301
contig_21633_8,55,0.0
contig_21633_8,56,0.0
contig_21633_8,57,0.0127659574468
contig_21633_8,58,0.0125
contig_21633_8,59,0.0
contig_21633_8,60,0.294339622642
contig_21633_8,61,0.0
contig_21633_8,62,0.0
contig_21633_8,63,0.036496350365
contig_21633_8,64,0.0
contig_21633_8,65,0.0
contig_21633_8,66,0.00724637681159
contig_21633_8,67,0.0072202166065
contig_21633_8,68,0.0
contig_21633_8,69,0.0106382978723
contig_21633_8,70,0.00357142857143
contig_21633_8,71,0.0
contig_21633_8,72,0.0430107526882
contig_21633_8,73,0.232558139535
contig_21633_8,74,0.322957198444
contig_21633_8,75,0.107279693487
contig_21633_8,76,0.0
contig_21633_8,77,0.00374531835206
contig_21633_8,78,0.0518518518519
contig_21633_8,79,0.0
contig_21633_8,80,0.0
contig_21633_8,81,0.0446096654275
contig_21633_8,82,0.00746268656716
contig_21633_8,83,0.00751879699248
contig_21633_8,84,0.308270676692
contig_21633_8,85,0.0
contig_21633_8,86,0.00729927007299
contig_21633_8,87,0.0398550724638
contig_21633_8,88,0.0
contig_21633_8,89,0.00359712230216
contig_21633_8,90,0.0
contig_21633_8,91,0.363309352518
contig_21633_8,92,0.0
contig_21633_8,93,0.0
contig_21633_8,94,0.0
contig_21633_8,95,0.0
contig_21633_8,96,0.0251798561151
contig_21633_8,97,0.0
contig_21633_8,98,0.0
contig_21633_8,99,0.115523465704
contig_21633_8,100,0.0
contig_21633_8,101,0.010752688172
contig_21633_8,102,0.0464285714286
contig_21633_8,103,0.0
contig_21633_8,104,0.0
contig_21633_8,105,0.0212765957447
contig_21633_8,106,0.0141342756184
contig_21633_8,107,0.00357142857143
contig_21633_8,108,0.0
contig_21633_8,109,0.0
contig_21633_8,110,0.0
contig_21633_8,111,0.095406360424
contig_21633_8,112,0.131205673759
contig_21633_8,113,0.0
contig_21633_8,114,0.00353356890459
contig_21633_8,115,0.00352112676056
contig_21633_8,116,0.0
contig_21633_8,117,0.0944055944056
contig_21633_8,118,0.0
contig_21633_8,119,0.0
contig_21633_8,120,0.0909090909091
contig_21633_8,121,0.0
contig_21633_8,122,0.0
