,Position,value
contig_21633_8,0,0.0
contig_21633_8,1,0.152345029059
contig_21633_8,2,1.0
contig_21633_8,3,1.0
contig_21633_8,4,1.0
contig_21633_8,5,1.0
contig_21633_8,6,0.0138571555633
contig_21633_8,7,1.0
contig_21633_8,8,1.0
contig_21633_8,9,0.0
contig_21633_8,10,1.0
contig_21633_8,11,1.0
contig_21633_8,12,0.0140239104563
contig_21633_8,13,0.372301984248
contig_21633_8,14,1.0
contig_21633_8,15,0.0
contig_21633_8,16,0.146441761116
contig_21633_8,17,1.0
contig_21633_8,18,0.0141167319588
contig_21633_8,19,0.567779975504
contig_21633_8,20,1.0
contig_21633_8,21,0.000414025036742
contig_21633_8,22,1.0
contig_21633_8,23,1.0
contig_21633_8,24,0.246023317341
contig_21633_8,25,1.0
contig_21633_8,26,1.0
contig_21633_8,27,0.0
contig_21633_8,28,2.78824296984e-10
contig_21633_8,29,1.0
contig_21633_8,30,0.0
contig_21633_8,31,1.0
contig_21633_8,32,1.0
contig_21633_8,33,0.293072008968
contig_21633_8,34,0.00902210723053
contig_21633_8,35,1.0
contig_21633_8,36,0.0140177789147
contig_21633_8,37,0.0169909636799
contig_21633_8,38,0.133540487085
contig_21633_8,39,0.00118043650661
contig_21633_8,40,1.0
contig_21633_8,41,1.0
contig_21633_8,42,0.0
contig_21633_8,43,0.0
contig_21633_8,44,0.0
contig_21633_8,45,1.0
contig_21633_8,46,0.0
contig_21633_8,47,1.0
contig_21633_8,48,0.000523797596266
contig_21633_8,49,0.000170177392117
contig_21633_8,50,1.0
contig_21633_8,51,0.0
contig_21633_8,52,1.0
contig_21633_8,53,1.0
contig_21633_8,54,0.0
contig_21633_8,55,1.0
contig_21633_8,56,1.0
contig_21633_8,57,0.0105229499565
contig_21633_8,58,0.00049364068386
contig_21633_8,59,1.0
contig_21633_8,60,0.0
contig_21633_8,61,1.0
contig_21633_8,62,1.0
contig_21633_8,63,2.69094635463e-10
contig_21633_8,64,1.0
contig_21633_8,65,1.0
contig_21633_8,66,0.191107821241
contig_21633_8,67,0.011028724613
contig_21633_8,68,1.0
contig_21633_8,69,0.0222417083304
contig_21633_8,70,1.0
contig_21633_8,71,1.0
contig_21633_8,72,3.33066907388e-16
contig_21633_8,73,0.0
contig_21633_8,74,0.0
contig_21633_8,75,0.0
contig_21633_8,76,1.0
contig_21633_8,77,0.421019667788
contig_21633_8,78,6.66133814775e-16
contig_21633_8,79,1.0
contig_21633_8,80,1.0
contig_21633_8,81,1.46327394646e-13
contig_21633_8,82,0.0254369228462
contig_21633_8,83,0.0135582227427
contig_21633_8,84,0.0
contig_21633_8,85,1.0
contig_21633_8,86,0.0459398481893
contig_21633_8,87,1.20143894833e-11
contig_21633_8,88,1.0
contig_21633_8,89,1.0
contig_21633_8,90,1.0
contig_21633_8,91,0.0
contig_21633_8,92,1.0
contig_21633_8,93,1.0
contig_21633_8,94,1.0
contig_21633_8,95,1.0
contig_21633_8,96,1.65132188057e-06
contig_21633_8,97,1.0
contig_21633_8,98,1.0
contig_21633_8,99,0.0
contig_21633_8,100,1.0
contig_21633_8,101,0.00097959175744
contig_21633_8,102,7.21644966006e-15
contig_21633_8,103,1.0
contig_21633_8,104,1.0
contig_21633_8,105,2.37693381763e-05
contig_21633_8,106,0.00023610218995
contig_21633_8,107,0.268295144111
contig_21633_8,108,1.0
contig_21633_8,109,1.0
contig_21633_8,110,1.0
contig_21633_8,111,0.0
contig_21633_8,112,0.0
contig_21633_8,113,1.0
contig_21633_8,114,1.0
contig_21633_8,115,1.0
contig_21633_8,116,1.0
contig_21633_8,117,0.0
contig_21633_8,118,1.0
contig_21633_8,119,1.0
contig_21633_8,120,0.0
contig_21633_8,121,1.0
contig_21633_8,122,1.0
contig_21633_8,123,2.57622811972e-11
contig_21633_8,124,1.0
contig_21633_8,125,0.321457349446
contig_21633_8,126,0.0
contig_21633_8,127,1.0
contig_21633_8,128,1.0
contig_21633_8,129,0.000873424323439
contig_21633_8,130,1.0
contig_21633_8,131,1.0
contig_21633_8,132,0.0
contig_21633_8,133,0.0
contig_21633_8,134,1.0
contig_21633_8,135,1.0
contig_21633_8,136,0.0
contig_21633_8,137,1.0
contig_21633_8,138,0.0
contig_21633_8,139,1.0
contig_21633_8,140,1.0
contig_21633_8,141,0.0
contig_21633_8,142,1.0
contig_21633_8,143,0.00161633389808
contig_21633_8,144,5.97161102189e-06
contig_21633_8,145,1.0
contig_21633_8,146,1.0
contig_21633_8,147,0.0
contig_21633_8,148,1.0
contig_21633_8,149,1.0
contig_21633_8,150,0.0
contig_21633_8,151,1.0
contig_21633_8,152,1.0
contig_21633_8,153,1.11022302463e-16
contig_21633_8,154,0.00391130451614
contig_21633_8,155,1.0
contig_21633_8,156,0.0
contig_21633_8,157,0.636853585534
contig_21633_8,158,1.0
contig_21633_8,159,0.0
contig_21633_8,160,0.552012905847
contig_21633_8,161,1.0
contig_21633_8,162,0.0
contig_21633_8,163,1.0
contig_21633_8,164,0.568293073347
contig_21633_8,165,0.0
contig_21633_8,166,1.0
contig_21633_8,167,1.0
contig_21633_8,168,0.0
contig_21633_8,169,1.0
contig_21633_8,170,1.0
contig_21633_8,171,0.0
contig_21633_8,172,1.0
contig_21633_8,173,1.0
contig_21633_8,174,1.40713944941e-08
contig_21633_8,175,0.0133866241543
