,Position,value
contig_20765_2,0,-0.0
contig_20765_2,1,-0.0
contig_20765_2,2,-0.0
contig_20765_2,3,-0.0
contig_20765_2,4,-0.0
contig_20765_2,5,-0.0
contig_20765_2,6,-0.0
contig_20765_2,7,-0.0
contig_20765_2,8,-0.0
contig_20765_2,9,-0.0
contig_20765_2,10,-0.0
contig_20765_2,11,-0.0
contig_20765_2,12,-0.0
contig_20765_2,13,-0.0
contig_20765_2,14,-0.0
contig_20765_2,15,-0.0
contig_20765_2,16,-0.0
contig_20765_2,17,-0.0
contig_20765_2,18,-0.0
contig_20765_2,19,-0.0
contig_20765_2,20,-0.0
contig_20765_2,21,-0.0
contig_20765_2,22,-0.0
contig_20765_2,23,-0.0
contig_20765_2,24,-0.0
contig_20765_2,25,-0.0
contig_20765_2,26,-0.0
contig_20765_2,27,-0.0
contig_20765_2,28,-0.0
contig_20765_2,29,-0.0
contig_20765_2,30,-0.0
contig_20765_2,31,-0.0
contig_20765_2,32,-0.0
contig_20765_2,33,-0.0
contig_20765_2,34,-0.0
contig_20765_2,35,-0.0
contig_20765_2,36,-0.0
contig_20765_2,37,-0.0
contig_20765_2,38,-0.0
contig_20765_2,39,-0.0
contig_20765_2,40,-0.0
contig_20765_2,41,-0.0
contig_20765_2,42,-0.0
contig_20765_2,43,-0.0
contig_20765_2,44,-0.0
contig_20765_2,45,-0.0
contig_20765_2,46,-0.0
contig_20765_2,47,-0.0
contig_20765_2,48,-0.0
contig_20765_2,49,-0.0
contig_20765_2,50,-0.0
contig_20765_2,51,-0.0
contig_20765_2,52,-0.0
contig_20765_2,53,-0.0
contig_20765_2,54,-0.0
contig_20765_2,55,-0.0
contig_20765_2,56,-0.0
contig_20765_2,57,-0.0
contig_20765_2,58,-0.0
contig_20765_2,59,-0.0
contig_20765_2,60,-0.0
contig_20765_2,61,-0.0
contig_20765_2,62,-0.0
contig_20765_2,63,-0.0
contig_20765_2,64,-0.0
contig_20765_2,65,-0.0
contig_20765_2,66,-0.0
contig_20765_2,67,-0.0
contig_20765_2,68,-0.0
contig_20765_2,69,-0.0
contig_20765_2,70,-0.0
contig_20765_2,71,-0.0
contig_20765_2,72,-0.0
contig_20765_2,73,-0.0
contig_20765_2,74,-0.0
contig_20765_2,75,-0.0
contig_20765_2,76,-0.0
contig_20765_2,77,-0.0
contig_20765_2,78,-0.0
contig_20765_2,79,-0.0
contig_20765_2,80,-0.0
contig_20765_2,81,-0.0
contig_20765_2,82,-0.0
contig_20765_2,83,-0.0
contig_20765_2,84,-0.0
contig_20765_2,85,-0.0
contig_20765_2,86,-0.0
contig_20765_2,87,-0.0
contig_20765_2,88,-0.0
contig_20765_2,89,-0.0
contig_20765_2,90,-0.0
contig_20765_2,91,-0.0
contig_20765_2,92,-0.0
contig_20765_2,93,-0.0
contig_20765_2,94,-0.0
contig_20765_2,95,-0.0
contig_20765_2,96,-0.0
contig_20765_2,97,-0.0
contig_20765_2,98,-0.0
contig_20765_2,99,-0.0
contig_20765_2,100,-0.0
contig_20765_2,101,-0.0
contig_20765_2,102,-0.0
contig_20765_2,103,-0.0
contig_20765_2,104,-0.0
contig_20765_2,105,-0.0
contig_20765_2,106,-0.0
contig_20765_2,107,-0.0
contig_20765_2,108,-0.0
contig_20765_2,109,-0.0
contig_20765_2,110,-0.0
contig_20765_2,111,-0.0
contig_20765_2,112,-0.0
contig_20765_2,113,-0.0
contig_20765_2,114,-0.0
contig_20765_2,115,-0.0
contig_20765_2,116,-0.0
contig_20765_2,117,-0.0
contig_20765_2,118,-0.0
contig_20765_2,119,-0.0
contig_20765_2,120,-0.0
contig_20765_2,121,-0.0
contig_20765_2,122,-0.0
contig_20765_2,123,-0.0
contig_20765_2,124,-0.0
contig_20765_2,125,-0.0
contig_20765_2,126,-0.0
contig_20765_2,127,-0.0
contig_20765_2,128,-0.0
contig_20765_2,129,-0.0
contig_20765_2,130,-0.0
contig_20765_2,131,-0.0
contig_20765_2,132,-0.0
contig_20765_2,133,-0.0
contig_20765_2,134,-0.0
contig_20765_2,135,-0.0
contig_20765_2,136,-0.0
contig_20765_2,137,-0.0
contig_20765_2,138,-0.0
contig_20765_2,139,-0.0
contig_20765_2,140,-0.0
contig_20765_2,141,-0.0
contig_20765_2,142,-0.0
contig_20765_2,143,-0.0
contig_20765_2,144,-0.0
contig_20765_2,145,-0.0
contig_20765_2,146,-0.0
contig_20765_2,147,-0.0
contig_20765_2,148,-0.0
contig_20765_2,149,-0.0
contig_20765_2,150,-0.0
contig_20765_2,151,-0.0
contig_20765_2,152,-0.0
contig_20765_2,153,-0.0
contig_20765_2,154,-0.0
contig_20765_2,155,-0.0
contig_20765_2,156,-0.0
contig_20765_2,157,-0.0
contig_20765_2,158,-0.0
contig_20765_2,159,-0.0
contig_20765_2,160,-0.0
contig_20765_2,161,-0.0
contig_20765_2,162,-0.0
contig_20765_2,163,-0.0
