,Position,value
contig_21633_8,0,78.3308789214
contig_21633_8,1,2.04861194466
contig_21633_8,2,-4.96621850636
contig_21633_8,3,-4.9425218446
contig_21633_8,4,-4.92243029238
contig_21633_8,5,-4.84457445054
contig_21633_8,6,6.05625094882
contig_21633_8,7,-4.80536932397
contig_21633_8,8,-4.78426854451
contig_21633_8,9,531.846702785
contig_21633_8,10,-4.88224718796
contig_21633_8,11,-4.88477838789
contig_21633_8,12,6.03513095676
contig_21633_8,13,0.795966760394
contig_21633_8,14,-4.90590006297
contig_21633_8,15,401.895830249
contig_21633_8,16,2.10892915906
contig_21633_8,17,-4.84457445054
contig_21633_8,18,6.02348650148
contig_21633_8,19,0.326411214869
contig_21633_8,20,-4.84414550309
contig_21633_8,21,12.4678108063
contig_21633_8,22,-4.78384493666
contig_21633_8,23,-4.72354437023
contig_21633_8,24,1.34574525045
contig_21633_8,25,-4.80437051319
contig_21633_8,26,-4.80536932397
contig_21633_8,27,321.366050862
contig_21633_8,28,39.8175784768
contig_21633_8,29,-4.90488035656
contig_21633_8,30,1035.59334713
contig_21633_8,31,-4.64355476379
contig_21633_8,32,-4.62105700918
contig_21633_8,33,1.10545527464
contig_21633_8,34,6.81844537614
contig_21633_8,35,-4.62441399378
contig_21633_8,36,6.03590294858
contig_21633_8,37,5.69730696047
contig_21633_8,38,2.25085631196
contig_21633_8,39,10.5207173948
contig_21633_8,40,-4.54264267095
contig_21633_8,41,-4.50244229333
contig_21633_8,42,430.455300037
contig_21633_8,43,652.247101298
contig_21633_8,44,636.71653115
contig_21633_8,45,-4.20131145296
contig_21633_8,46,720.521535292
contig_21633_8,47,-4.2625033334
contig_21633_8,48,12.0289790311
contig_21633_8,49,14.1346789386
contig_21633_8,50,-4.2192259649
contig_21633_8,51,230.315702323
contig_21633_8,52,-4.15895130826
contig_21633_8,53,-4.15895130826
contig_21633_8,54,779.462157326
contig_21633_8,55,-4.62345279512
contig_21633_8,56,-4.64314361499
contig_21633_8,57,6.54415155398
contig_21633_8,58,12.1395355459
contig_21633_8,59,-5.28681776137
contig_21633_8,60,795.640874577
contig_21633_8,61,-5.40742957342
contig_21633_8,62,-5.44481064994
contig_21633_8,63,39.8869534921
contig_21633_8,64,-5.52755192261
contig_21633_8,65,-5.58950908813
contig_21633_8,66,1.70905657184
contig_21633_8,67,6.46068299073
contig_21633_8,68,-5.66875516619
contig_21633_8,69,5.22677709685
contig_21633_8,70,-0.437295606517
contig_21633_8,71,-5.62805286666
contig_21633_8,72,66.4348960846
contig_21633_8,73,698.039513627
contig_21633_8,74,879.927662314
contig_21633_8,75,225.947322233
contig_21633_8,76,-5.40695078976
contig_21633_8,77,0.647467233343
contig_21633_8,78,65.356736695
contig_21633_8,79,-5.42471909773
contig_21633_8,80,-5.42865990574
contig_21633_8,81,54.6191818783
contig_21633_8,82,4.99389278288
contig_21633_8,83,6.09477450386
contig_21633_8,84,895.349561673
