,Position,value
contig_18488_1,0,0.0
contig_18488_1,1,0.0
contig_18488_1,2,0.0
contig_18488_1,3,0.0
contig_18488_1,4,0.0
contig_18488_1,5,0.0
contig_18488_1,6,0.0
contig_18488_1,7,0.0
contig_18488_1,8,0.0
contig_18488_1,9,0.0294117647059
contig_18488_1,10,0.0
contig_18488_1,11,0.0
contig_18488_1,12,0.0285714285714
contig_18488_1,13,0.0
contig_18488_1,14,0.0
contig_18488_1,15,0.0192307692308
contig_18488_1,16,0.0
contig_18488_1,17,0.0
contig_18488_1,18,0.0
contig_18488_1,19,0.0
contig_18488_1,20,0.0
contig_18488_1,21,0.0
contig_18488_1,22,0.0
contig_18488_1,23,0.0
contig_18488_1,24,0.0
contig_18488_1,25,0.0
contig_18488_1,26,0.0
contig_18488_1,27,0.0188679245283
contig_18488_1,28,0.0
contig_18488_1,29,0.0
contig_18488_1,30,0.0
contig_18488_1,31,0.0
contig_18488_1,32,0.0
contig_18488_1,33,0.0
contig_18488_1,34,0.0
contig_18488_1,35,0.0
contig_18488_1,36,0.116279069767
contig_18488_1,37,0.0
contig_18488_1,38,0.0
contig_18488_1,39,0.0
contig_18488_1,40,0.0
contig_18488_1,41,0.0
contig_18488_1,42,0.04
contig_18488_1,43,0.0
contig_18488_1,44,0.0
contig_18488_1,45,0.0192307692308
contig_18488_1,46,0.0
contig_18488_1,47,0.0
contig_18488_1,48,0.0120481927711
contig_18488_1,49,0.0
contig_18488_1,50,0.0
contig_18488_1,51,0.0
contig_18488_1,52,0.0
contig_18488_1,53,0.0111111111111
contig_18488_1,54,0.0105263157895
contig_18488_1,55,0.0
contig_18488_1,56,0.0210526315789
contig_18488_1,57,0.0860215053763
contig_18488_1,58,0.0967741935484
contig_18488_1,59,0.0
contig_18488_1,60,0.010752688172
contig_18488_1,61,0.0
contig_18488_1,62,0.0
contig_18488_1,63,0.0
contig_18488_1,64,0.010101010101
contig_18488_1,65,0.0
contig_18488_1,66,0.0833333333333
contig_18488_1,67,0.0
contig_18488_1,68,0.0166666666667
contig_18488_1,69,0.0
contig_18488_1,70,0.0
contig_18488_1,71,0.0
contig_18488_1,72,0.0
contig_18488_1,73,0.0185185185185
contig_18488_1,74,0.0
contig_18488_1,75,0.0
contig_18488_1,76,0.0
contig_18488_1,77,0.0
contig_18488_1,78,0.0
contig_18488_1,79,0.0
contig_18488_1,80,0.0
contig_18488_1,81,0.0204081632653
contig_18488_1,82,0.0
contig_18488_1,83,0.0
contig_18488_1,84,0.0
contig_18488_1,85,0.0
contig_18488_1,86,0.0
contig_18488_1,87,0.0238095238095
contig_18488_1,88,0.0
contig_18488_1,89,0.0
contig_18488_1,90,0.0
contig_18488_1,91,0.0
contig_18488_1,92,0.0
contig_18488_1,93,0.027027027027
contig_18488_1,94,0.0
contig_18488_1,95,0.0
contig_18488_1,96,0.0
contig_18488_1,97,0.0
contig_18488_1,98,0.0
contig_18488_1,99,0.194444444444
contig_18488_1,100,0.0
contig_18488_1,101,0.0
contig_18488_1,102,0.148936170213
contig_18488_1,103,0.0
contig_18488_1,104,0.0
contig_18488_1,105,0.0
contig_18488_1,106,0.0
contig_18488_1,107,0.0
contig_18488_1,108,0.0
contig_18488_1,109,0.0
contig_18488_1,110,0.0
contig_18488_1,111,0.0196078431373
contig_18488_1,112,0.0
contig_18488_1,113,0.0
contig_18488_1,114,0.0
contig_18488_1,115,0.0
contig_18488_1,116,0.0
contig_18488_1,117,0.0
contig_18488_1,118,0.0
contig_18488_1,119,0.0
contig_18488_1,120,0.0238095238095
contig_18488_1,121,0.0
contig_18488_1,122,0.0
contig_18488_1,123,0.0
contig_18488_1,124,0.0
contig_18488_1,125,0.0
contig_18488_1,126,0.0
contig_18488_1,127,0.0243902439024
contig_18488_1,128,0.0
contig_18488_1,129,0.0
contig_18488_1,130,0.0243902439024
contig_18488_1,131,0.0
contig_18488_1,132,0.0
contig_18488_1,133,0.0
contig_18488_1,134,0.0
contig_18488_1,135,0.025641025641
contig_18488_1,136,0.0
contig_18488_1,137,0.0
contig_18488_1,138,0.0909090909091
contig_18488_1,139,0.00561797752809
contig_18488_1,140,0.0
contig_18488_1,141,0.00561797752809
contig_18488_1,142,0.0
contig_18488_1,143,0.0
contig_18488_1,144,0.0449438202247
contig_18488_1,145,0.0
contig_18488_1,146,0.00564971751412
contig_18488_1,147,0.00561797752809
contig_18488_1,148,0.0
contig_18488_1,149,0.0
contig_18488_1,150,0.0
contig_18488_1,151,0.0
contig_18488_1,152,0.0
contig_18488_1,153,0.0454545454545
contig_18488_1,154,0.0
contig_18488_1,155,0.0
contig_18488_1,156,0.00534759358289
contig_18488_1,157,0.00502512562814
contig_18488_1,158,0.0
contig_18488_1,159,0.0
contig_18488_1,160,0.0
contig_18488_1,161,0.0
contig_18488_1,162,0.0161290322581
contig_18488_1,163,0.0
contig_18488_1,164,0.0
contig_18488_1,165,0.0769230769231
contig_18488_1,166,0.0
contig_18488_1,167,0.0
contig_18488_1,168,0.0298507462687
contig_18488_1,169,0.0
contig_18488_1,170,0.0
contig_18488_1,171,0.0882352941176
contig_18488_1,172,0.0
contig_18488_1,173,0.0
contig_18488_1,174,0.0224719101124
contig_18488_1,175,0.0
contig_18488_1,176,0.0
contig_18488_1,177,0.292682926829
contig_18488_1,178,0.0
contig_18488_1,179,0.0
contig_18488_1,180,0.0
contig_18488_1,181,0.0
contig_18488_1,182,0.0
contig_18488_1,183,0.0375
contig_18488_1,184,0.102564102564
contig_18488_1,185,0.276315789474
contig_18488_1,186,0.025641025641
contig_18488_1,187,0.0
contig_18488_1,188,0.0
contig_18488_1,189,0.0666666666667
contig_18488_1,190,0.0
contig_18488_1,191,0.0
contig_18488_1,192,0.0842105263158
contig_18488_1,193,0.0
contig_18488_1,194,0.0
contig_18488_1,195,0.182291666667
contig_18488_1,196,0.0
contig_18488_1,197,0.0
contig_18488_1,198,0.0102040816327
contig_18488_1,199,0.0
contig_18488_1,200,0.0
contig_18488_1,201,0.0267857142857
contig_18488_1,202,0.036036036036
contig_18488_1,203,0.0
contig_18488_1,204,0.0132743362832
contig_18488_1,205,0.0
contig_18488_1,206,0.0
contig_18488_1,207,0.0184331797235
contig_18488_1,208,0.00460829493088
contig_18488_1,209,0.00456621004566
contig_18488_1,210,0.0776255707763
contig_18488_1,211,0.0
contig_18488_1,212,0.00261096605744
contig_18488_1,213,0.00261096605744
contig_18488_1,214,0.0
contig_18488_1,215,0.0103448275862
contig_18488_1,216,0.00958466453674
contig_18488_1,217,0.0
contig_18488_1,218,0.0
contig_18488_1,219,0.00986842105263
contig_18488_1,220,0.0
contig_18488_1,221,0.0
contig_18488_1,222,0.0
contig_18488_1,223,0.0117647058824
contig_18488_1,224,0.00392156862745
contig_18488_1,225,0.0
contig_18488_1,226,0.00790513833992
contig_18488_1,227,0.0
contig_18488_1,228,0.00790513833992
contig_18488_1,229,0.0404858299595
contig_18488_1,230,0.0201612903226
contig_18488_1,231,0.0206611570248
contig_18488_1,232,0.0
contig_18488_1,233,0.0
contig_18488_1,234,0.0233644859813
contig_18488_1,235,0.02
contig_18488_1,236,0.0
contig_18488_1,237,0.489795918367
contig_18488_1,238,0.0
contig_18488_1,239,0.0
contig_18488_1,240,0.102040816327
contig_18488_1,241,0.0
contig_18488_1,242,0.0
contig_18488_1,243,0.166666666667
contig_18488_1,244,0.0
contig_18488_1,245,0.0
contig_18488_1,246,0.111111111111
contig_18488_1,247,0.0
contig_18488_1,248,0.0
contig_18488_1,249,0.0
contig_18488_1,250,0.0
contig_18488_1,251,0.0
contig_18488_1,252,0.0377358490566
contig_18488_1,253,0.0
contig_18488_1,254,0.0
contig_18488_1,255,0.0
contig_18488_1,256,0.0
contig_18488_1,257,0.0
contig_18488_1,258,0.0
contig_18488_1,259,0.0
contig_18488_1,260,0.0
contig_18488_1,261,0.0149253731343
contig_18488_1,262,0.0
contig_18488_1,263,0.0147058823529
contig_18488_1,264,0.0294117647059
contig_18488_1,265,0.0
contig_18488_1,266,0.0
contig_18488_1,267,0.0
contig_18488_1,268,0.0
contig_18488_1,269,0.0151515151515
contig_18488_1,270,0.015625
contig_18488_1,271,0.0
contig_18488_1,272,0.0
contig_18488_1,273,0.121621621622
contig_18488_1,274,0.0
contig_18488_1,275,0.0
contig_18488_1,276,0.0869565217391
contig_18488_1,277,0.0
contig_18488_1,278,0.0
contig_18488_1,279,0.0217391304348
contig_18488_1,280,0.0
contig_18488_1,281,0.0
contig_18488_1,282,0.043956043956
contig_18488_1,283,0.0
contig_18488_1,284,0.0
contig_18488_1,285,0.0879120879121
contig_18488_1,286,0.0434782608696
contig_18488_1,287,0.0444444444444
contig_18488_1,288,0.054347826087
contig_18488_1,289,0.0
contig_18488_1,290,0.0
contig_18488_1,291,0.0
contig_18488_1,292,0.0
contig_18488_1,293,0.0357142857143
contig_18488_1,294,0.214285714286
contig_18488_1,295,0.0
contig_18488_1,296,0.0
contig_18488_1,297,0.0535714285714
contig_18488_1,298,0.0
contig_18488_1,299,0.0
contig_18488_1,300,0.258620689655
contig_18488_1,301,0.0
contig_18488_1,302,0.0
contig_18488_1,303,0.224137931034
contig_18488_1,304,0.0
contig_18488_1,305,0.0
contig_18488_1,306,0.0169491525424
contig_18488_1,307,0.0
contig_18488_1,308,0.0
contig_18488_1,309,0.368421052632
contig_18488_1,310,0.0
contig_18488_1,311,0.0
contig_18488_1,312,0.0526315789474
