,Position,value
contig_21315_3,0,1.46392355199
contig_21315_3,1,-4.46344491155
contig_21315_3,2,-4.50267535664
contig_21315_3,3,2.31487281535
contig_21315_3,4,-4.56006039968
contig_21315_3,5,-4.56006039968
contig_21315_3,6,-4.50365612697
contig_21315_3,7,-4.5639729501
contig_21315_3,8,-4.96608510429
contig_21315_3,9,-5.00629631971
contig_21315_3,10,-1.35055749779
contig_21315_3,11,-5.58935894329
contig_21315_3,12,-5.609464551
contig_21315_3,13,0.370235637402
contig_21315_3,14,-5.70509759255
contig_21315_3,15,-5.70509759255
contig_21315_3,16,532.991863828
contig_21315_3,17,-6.03036878121
contig_21315_3,18,-6.12695340045
contig_21315_3,19,-6.17107738611
contig_21315_3,20,-6.59463932877
contig_21315_3,21,-6.57453372106
contig_21315_3,22,11.1520152783
contig_21315_3,23,-6.56889758015
contig_21315_3,24,-6.63340565933
contig_21315_3,25,821.123531011
contig_21315_3,26,-6.6535068886
contig_21315_3,27,-6.61330443006
contig_21315_3,28,1.21417117568
contig_21315_3,29,-6.59463932877
contig_21315_3,30,-6.27206489618
contig_21315_3,31,142.398505241
contig_21315_3,32,-6.09199913603
contig_21315_3,33,-6.11210474374
contig_21315_3,34,227.961199039
contig_21315_3,35,-6.10686502865
contig_21315_3,36,-6.15144826356
contig_21315_3,37,70.6212868439
contig_21315_3,38,-6.05047001048
contig_21315_3,39,-6.04659991323
contig_21315_3,40,149.647566005
contig_21315_3,41,39.308707646
contig_21315_3,42,22.0808297638
contig_21315_3,43,14.1264422151
contig_21315_3,44,-5.75020380497
contig_21315_3,45,-5.74527433616
contig_21315_3,46,89.8063460818
contig_21315_3,47,34.1301661029
contig_21315_3,48,46.9715459931
contig_21315_3,49,62.2458348234
contig_21315_3,50,-5.68864788361
contig_21315_3,51,0.267698867066
contig_21315_3,52,20.5464986237
contig_21315_3,53,-5.22745800452
contig_21315_3,54,-1.53132915785
contig_21315_3,55,34.9878536917
contig_21315_3,56,1.68544420736
contig_21315_3,57,0.42785015531
contig_21315_3,58,80.0397159775
contig_21315_3,59,-5.36744015154
contig_21315_3,60,-5.38712944455
contig_21315_3,61,77.6326029176
contig_21315_3,62,-5.34692698601
contig_21315_3,63,-1.45098619782
contig_21315_3,64,29.0635607499
contig_21315_3,65,-5.16714118139
contig_21315_3,66,-5.14262318202
contig_21315_3,67,0.977872088315
contig_21315_3,68,18.5534409261
contig_21315_3,69,30.5988469984
contig_21315_3,70,20.6335952186
contig_21315_3,71,-5.1872467891
contig_21315_3,72,-5.1459146933
contig_21315_3,73,129.74357039
contig_21315_3,74,-5.24682351892
contig_21315_3,75,-5.22297666924
contig_21315_3,76,0.941657805478
contig_21315_3,77,-5.24306504104
contig_21315_3,78,-5.30713183523
contig_21315_3,79,119.67531314
contig_21315_3,80,-5.46753436163
contig_21315_3,81,-5.46753436163
contig_21315_3,82,14.9743603208
contig_21315_3,83,-5.4876355909
contig_21315_3,84,-5.52430224631
contig_21315_3,85,17.3008372707
contig_21315_3,86,-1.05302647713
contig_21315_3,87,-5.66854665434
contig_21315_3,88,2.09829288378
contig_21315_3,89,-5.89011222622
contig_21315_3,90,-1.51706020517
contig_21315_3,91,-5.9260696824
contig_21315_3,92,1.10110645864
contig_21315_3,93,-5.96624642601
contig_21315_3,94,286.554691201
contig_21315_3,95,-6.01157670519
contig_21315_3,96,-5.97052331463
contig_21315_3,97,47.4197448814
contig_21315_3,98,0.334632751653
contig_21315_3,99,-5.80553945157
contig_21315_3,100,49.0769201501
contig_21315_3,101,-5.7694955936
contig_21315_3,102,-5.76905280069
contig_21315_3,103,55.4359514355
contig_21315_3,104,-5.80925525923
contig_21315_3,105,-5.68864788361
contig_21315_3,106,98.5722095678
contig_21315_3,107,-5.64483247714
contig_21315_3,108,-5.68500922075
contig_21315_3,109,6.71604663522
contig_21315_3,110,-5.56846787257
contig_21315_3,111,78.3732427417
contig_21315_3,112,246.964642845
contig_21315_3,113,-1.33361569923
contig_21315_3,114,-5.72885034215
contig_21315_3,115,120.623744488
contig_21315_3,116,-1.47690556052
contig_21315_3,117,-1.45407963317
contig_21315_3,118,88.8260137624
contig_21315_3,119,-5.93031777043
contig_21315_3,120,-5.99016632267
contig_21315_3,121,34.9986887656
contig_21315_3,122,-5.90976140559
contig_21315_3,123,-5.96624642601
contig_21315_3,124,47.5118945469
contig_21315_3,125,-6.35198844954
contig_21315_3,126,-6.29168476173
contig_21315_3,127,52.7738715663
contig_21315_3,128,-6.35198844954
